weight_tons,distance_km,transport_mode,carbon_emissions_kg
32.1,956.8,Sea,496.99
34.9,2647.8,Truck,9814.86
1.7,369.2,Air,763.43
22.2,2478.3,Air,70436.91
27.2,2590.0,Rail,1543.99
45.9,1066.1,Sea,818.39
46.4,2738.5,Rail,2879.6
37.9,2108.8,Air,103071.95
29.9,948.2,Truck,3076.08
22.2,178.6,Truck,416.91
36.2,809.4,Air,35854.3
10.5,2325.4,Sea,398.93
17.2,1822.3,Truck,3402.44
11.4,1883.4,Rail,449.42
28.8,1359.6,Air,49568.98
19.5,249.3,Air,6002.96
19.2,1305.8,Air,31839.24
20.3,826.2,Sea,254.97
4.1,1379.4,Air,7298.5
43.1,801.9,Rail,729.17
23.6,1199.7,Sea,468.15
36.8,1616.7,Truck,6396.07
38.5,1171.0,Rail,950.07
28.9,584.9,Air,21285.6
26.8,1605.2,Rail,950.24
18.3,2976.6,Sea,897.37
2.7,2048.4,Sea,86.0
28.7,500.1,Rail,328.93
18.2,528.6,Air,12258.11
25.1,1604.2,Rail,867.17
27.8,1175.8,Sea,545.26
34.3,2074.6,Sea,1180.15
40.7,458.6,Rail,425.81
19.8,2414.5,Truck,5191.09
3.8,576.9,Rail,50.02
43.5,731.4,Air,39607.5
3.6,1231.7,Rail,98.75
23.1,1692.5,Air,47278.98
10.8,2609.5,Sea,473.28
19.0,707.7,Truck,1394.06
19.5,336.0,Air,8115.06
2.4,779.8,Rail,40.56
4.0,2941.4,Sea,191.29
7.2,1105.9,Air,10337.22
5.2,2823.7,Rail,326.25
37.9,1070.4,Rail,855.96
22.0,351.4,Truck,783.3
27.8,1221.0,Sea,549.09
29.0,2570.6,Air,95612.14
25.4,1428.6,Sea,573.34
43.4,1092.6,Air,61157.95
27.4,1610.7,Sea,703.43
41.8,2476.2,Rail,2277.36
13.4,2815.7,Sea,615.64
28.2,263.4,Air,9493.95
10.2,1342.4,Truck,1397.64
42.6,2115.4,Air,116364.27
21.0,1117.5,Air,29958.57
10.4,1633.8,Rail,367.44
2.4,2483.2,Truck,633.31
15.2,482.8,Truck,763.29
24.8,2063.6,Rail,1090.98
23.6,1014.0,Truck,2539.36
7.3,799.5,Truck,596.17
26.2,2621.7,Truck,7306.12
28.5,1593.0,Air,58567.66
21.3,2353.9,Air,61182.3
16.1,1579.3,Air,31534.01
27.1,1903.8,Sea,830.51
41.6,179.6,Sea,120.03
17.7,1607.3,Rail,606.66
47.8,2064.9,Sea,1607.13
14.6,279.5,Truck,441.37
48.6,1908.3,Air,119195.53
14.4,660.7,Rail,208.44
18.3,1480.9,Air,33917.91
9.6,338.3,Rail,72.36
46.6,2508.1,Sea,1855.61
19.1,580.7,Air,13989.41
6.8,1589.7,Air,13516.66
25.9,426.0,Rail,246.36
48.1,1354.4,Air,84252.6
32.8,1458.3,Sea,771.83
44.3,2349.7,Truck,10862.11
9.5,1885.4,Rail,381.83
24.1,1633.1,Rail,894.18
3.8,1708.0,Air,8155.21
1.2,52.1,Air,78.72
24.2,2399.7,Sea,939.17
30.6,2785.0,Sea,1301.75
18.4,980.3,Truck,1834.42
7.0,1433.9,Rail,219.15
46.4,1660.7,Sea,1220.53
45.1,1271.1,Sea,879.05
18.6,2623.9,Truck,5088.19
23.9,1902.5,Sea,698.21
22.8,2751.2,Rail,1430.0
9.5,721.3,Air,8513.2
47.7,382.7,Rail,404.4
11.7,1878.3,Air,27560.43
5.6,2386.7,Air,16245.69
20.6,301.3,Truck,669.5
34.9,1643.7,Truck,5923.21
27.7,1127.5,Air,39422.09
30.8,1075.1,Truck,3636.59
8.2,374.3,Truck,332.96
44.4,2237.4,Sea,1568.38
7.4,1078.8,Air,10208.0
33.0,1809.8,Sea,930.17
12.1,1131.9,Rail,315.73
13.0,1805.9,Rail,515.26
49.7,73.2,Sea,57.39
17.6,1771.8,Rail,662.37
26.9,1713.2,Sea,773.65
40.7,2814.2,Truck,11636.34
43.3,1345.0,Sea,934.02
7.0,1268.2,Sea,148.04
27.3,740.4,Sea,321.63
1.2,2619.5,Sea,49.95
1.4,233.5,Sea,5.12
11.8,1193.2,Truck,1421.59
18.4,639.4,Sea,190.4
4.9,1527.6,Rail,165.54
41.9,1253.1,Rail,1144.51
24.6,1266.1,Truck,3229.78
2.7,2581.7,Air,9063.56
40.0,1894.5,Air,90510.41
39.4,2574.9,Truck,10255.3
21.2,1544.8,Rail,729.03
5.0,1330.5,Rail,141.22
2.4,1168.6,Truck,297.97
22.4,540.3,Rail,272.61
41.9,2689.3,Truck,11662.93
8.8,1034.0,Truck,907.96
16.3,1613.7,Sea,417.49
37.8,414.9,Air,20167.3
27.8,1511.6,Truck,4195.1
41.4,1327.3,Sea,861.07
48.3,597.1,Air,37342.0
45.6,231.1,Truck,1139.84
30.2,892.3,Rail,620.7
46.0,2989.6,Rail,2935.76
24.6,2622.2,Truck,6476.44
28.3,1100.6,Air,40168.3
37.8,2309.8,Sea,1396.33
12.2,240.9,Sea,49.2
6.0,2189.1,Rail,297.08
15.4,1694.6,Truck,2817.52
10.2,1610.2,Truck,1681.97
5.8,2945.0,Rail,368.55
34.3,1484.3,Truck,5334.77
40.2,2191.8,Sea,1409.49
1.5,1444.4,Sea,33.77
40.0,2571.3,Sea,1705.01
14.7,708.1,Rail,235.15
30.1,296.8,Sea,147.46
48.2,981.8,Air,56264.93
28.4,391.9,Truck,1130.0
21.2,586.6,Rail,261.96
38.9,2619.6,Rail,2321.27
3.8,416.3,Rail,33.3
8.2,606.4,Rail,111.56
25.9,2026.1,Truck,5737.97
6.9,1911.8,Truck,1406.24
10.1,2539.4,Truck,2680.7
49.5,1132.4,Sea,873.46
20.0,1265.7,Sea,387.89
14.2,1562.2,Truck,2345.88
49.1,2499.7,Air,154719.54
40.8,2007.1,Air,106481.68
33.3,1891.7,Truck,6863.17
37.6,93.4,Rail,77.15
49.0,1542.5,Sea,1242.77
26.4,2979.2,Rail,1729.99
41.6,1128.6,Air,57920.84
14.5,689.7,Truck,1028.8
20.5,2642.9,Sea,851.18
20.4,2523.2,Truck,5277.32
17.9,1109.3,Rail,455.75
11.7,679.0,Air,10335.59
5.6,590.2,Sea,50.53
46.6,2037.6,Air,121667.09
38.7,312.4,Air,15240.83
42.5,2349.2,Sea,1632.42
4.8,1692.1,Air,10075.64
49.8,2689.3,Air,168820.01
11.7,2448.5,Sea,448.47
49.8,1244.3,Rail,1320.75
40.9,2757.7,Air,146006.37
37.8,399.6,Air,17964.47
11.4,379.1,Truck,444.11
12.1,2007.0,Rail,532.91
26.8,1316.0,Rail,745.79
9.6,237.4,Rail,50.82
39.5,2751.1,Truck,11927.58
41.5,1006.3,Rail,907.34
34.9,1144.6,Rail,863.13
15.8,134.0,Sea,33.24
28.0,187.0,Rail,118.64
17.5,2103.2,Sea,573.1
29.1,786.4,Truck,2363.98
14.3,2160.0,Air,37683.29
40.3,2080.9,Sea,1309.15
16.5,762.8,Sea,192.61
40.6,1080.7,Rail,947.89
40.7,312.5,Rail,277.96
32.8,750.0,Sea,389.02
24.2,2758.3,Air,82265.74
25.4,2615.6,Truck,6995.37
39.0,2323.3,Sea,1406.97
11.0,728.5,Rail,184.19
6.5,2815.4,Truck,1986.28
1.5,1407.0,Truck,221.39
12.2,1093.5,Sea,205.51
36.5,927.6,Air,41251.52
4.6,534.9,Rail,55.93
37.1,1658.5,Air,77032.0
8.3,1184.1,Sea,153.59
40.5,1627.6,Rail,1469.44
18.4,1716.0,Truck,3427.39
1.8,2781.3,Truck,522.97
13.7,2347.9,Truck,3266.81
7.4,1684.7,Sea,198.04
1.2,98.7,Sea,1.96
40.7,2326.3,Sea,1490.38
14.7,2124.3,Sea,485.31
3.9,2184.1,Truck,902.24
37.7,313.7,Rail,271.32
8.5,122.7,Sea,17.26
36.0,2488.4,Rail,1950.09
11.3,2334.9,Sea,427.29
49.0,2074.3,Rail,2227.23
20.3,729.3,Sea,225.77
22.3,2620.6,Sea,914.5
37.0,812.2,Sea,502.87
22.6,1475.1,Rail,709.1
42.7,1607.6,Sea,1071.39
14.8,2185.4,Truck,3561.07
45.1,2060.3,Truck,9904.48
15.2,1776.4,Rail,610.41
46.3,1902.1,Air,115552.82
39.2,263.8,Air,12354.85
30.5,2327.9,Sea,1120.18
10.0,2028.1,Rail,434.49
34.1,2893.0,Air,127025.81
47.2,1633.3,Truck,7702.06
19.7,1289.4,Rail,580.73
6.5,720.2,Truck,479.89
8.8,2581.3,Truck,2500.07
29.0,1969.6,Sea,893.55
6.4,2773.8,Rail,403.68
46.4,1373.1,Sea,1069.6
38.0,780.3,Sea,496.8
42.5,93.4,Air,4803.91
43.7,1238.0,Rail,1153.99
49.4,1217.9,Air,72970.05
31.6,2229.0,Truck,7715.5
40.3,2138.0,Air,111851.63
22.0,2783.6,Rail,1348.19
11.6,1575.5,Rail,403.48
48.0,334.0,Truck,1730.0
40.1,1147.9,Sea,769.39
25.3,1692.7,Rail,988.62
11.2,1205.6,Air,17695.94
3.4,2292.5,Rail,179.85
9.4,2673.4,Sea,400.3
18.2,2437.4,Air,57316.22
26.1,874.7,Truck,2396.17
27.4,2961.5,Air,97656.64
10.1,401.5,Rail,85.05
24.8,2689.4,Truck,7330.6
33.1,2697.3,Rail,1878.4
48.4,958.0,Sea,770.6
5.8,2447.5,Rail,327.46
3.8,1157.1,Air,5485.09
26.1,1606.3,Truck,4201.32
35.9,1210.6,Truck,4470.14
4.8,1860.2,Truck,914.45
42.7,1742.5,Sea,1157.29
32.0,645.6,Rail,472.79
41.5,1834.0,Sea,1200.02
11.6,1134.6,Sea,208.93
2.8,657.8,Air,2250.94
46.8,242.0,Truck,1211.86
45.2,2537.0,Sea,1847.48
23.5,1192.5,Air,35401.4
31.3,311.9,Air,12397.17
7.8,953.9,Sea,124.57
38.5,1853.3,Rail,1524.45
35.4,894.8,Air,38518.4
8.3,2472.4,Truck,2150.84
46.6,1231.1,Truck,5883.42
22.0,1167.5,Air,31349.34
2.1,1185.3,Sea,40.68
31.8,2988.9,Air,115629.27
1.9,139.9,Rail,5.95
10.2,911.8,Truck,998.32
31.2,900.2,Air,36842.16
29.9,2272.7,Sea,1064.8
25.5,2477.2,Rail,1432.22
28.9,2816.0,Truck,8825.36
24.8,2389.9,Rail,1262.67
31.5,568.8,Rail,401.14
31.4,1608.7,Air,63897.5
36.8,1759.8,Truck,6555.4
24.9,563.2,Air,18018.17
13.4,2423.6,Truck,3306.31
26.1,2143.0,Air,70334.57
3.1,718.6,Truck,227.59
19.9,599.2,Sea,193.56
42.8,2610.7,Truck,12266.47
4.1,89.9,Truck,38.24
40.8,1044.6,Sea,696.17
9.7,1787.1,Air,21958.4
40.3,2649.6,Truck,11577.11
14.4,2916.0,Truck,4517.22
38.4,468.9,Air,22976.53
33.3,783.0,Air,32628.44
45.1,531.4,Sea,378.08
14.3,195.4,Rail,58.94
35.1,1964.8,Air,89508.02
17.2,2560.0,Air,56614.45
22.0,2459.1,Truck,5614.76
26.8,2132.6,Truck,6143.91
33.0,1810.5,Truck,6516.1
3.5,463.3,Rail,36.69
41.2,2802.0,Truck,12208.85
17.6,2108.4,Sea,566.88
30.4,2066.9,Air,80446.83
25.9,2408.8,Truck,6770.49
28.4,1522.4,Sea,712.97
3.7,2889.5,Sea,178.91
26.9,2303.1,Air,76421.85
49.8,468.4,Sea,385.14
9.3,2600.4,Rail,513.81
1.3,2312.3,Sea,49.28
40.5,116.6,Truck,480.36
49.3,882.8,Rail,929.51
36.2,778.6,Sea,464.06
21.3,1399.7,Air,37389.52
31.6,2435.9,Rail,1767.8
25.7,259.8,Sea,108.15
13.7,1142.5,Truck,1599.63
15.8,2879.6,Rail,1016.64
9.0,994.6,Air,10907.61
26.4,2646.1,Air,84682.15
16.7,951.6,Truck,1641.85
23.7,270.9,Sea,105.43
35.8,1031.8,Truck,3737.6
13.8,638.4,Air,10782.74
47.8,2573.9,Rail,2683.56
48.1,2939.3,Sea,2311.34
3.1,1177.7,Air,4651.71
4.2,130.7,Rail,12.26
10.8,2145.3,Sea,389.04
17.0,1290.0,Rail,474.81
40.3,1876.1,Air,93937.37
5.1,2490.1,Sea,203.1
22.9,1506.8,Truck,3678.27
43.1,1944.6,Truck,8890.56
11.7,417.9,Truck,523.54
41.0,789.8,Truck,3232.64
4.8,1558.9,Air,8999.89
4.7,627.8,Truck,302.38
30.3,2171.7,Sea,1022.88
19.6,341.5,Rail,143.73
7.1,280.5,Air,2532.58
27.4,823.3,Rail,480.85
31.8,946.7,Sea,481.26
1.5,1460.5,Truck,223.37
16.6,1138.9,Rail,424.3
13.7,803.7,Sea,182.66
22.0,2343.3,Sea,806.63
20.0,2750.8,Truck,5989.8
32.9,443.6,Truck,1557.57
16.4,962.4,Air,19626.09
41.8,685.3,Truck,3052.45
24.3,1702.1,Air,52639.75
31.7,1724.1,Rail,1214.88
9.2,2037.9,Air,22722.47
32.7,380.2,Air,15963.47
14.2,1219.9,Air,20730.49
49.6,2619.4,Air,158558.34
32.5,1832.9,Truck,6484.77
20.2,103.5,Sea,33.03
29.8,2521.3,Air,94421.38
21.3,747.6,Truck,1628.66
31.9,2787.8,Sea,1424.82
11.4,1715.5,Truck,2085.59
6.6,1538.8,Rail,225.01
18.8,1109.7,Truck,2166.25
49.2,70.8,Air,4184.42
40.5,2070.6,Sea,1404.02
36.9,2050.3,Rail,1745.99
29.6,2618.2,Air,99744.46
24.5,2449.1,Rail,1303.4
17.6,187.9,Sea,53.62
3.1,801.8,Truck,266.65
39.9,503.6,Sea,334.92
30.6,612.2,Rail,392.68
33.3,2938.1,Sea,1496.96
45.0,1736.1,Truck,7923.32
18.0,2364.2,Sea,678.7
49.8,1517.5,Rail,1733.37
36.0,1436.3,Air,64507.19
8.0,1490.9,Truck,1198.51
37.9,1231.8,Air,55710.09
32.5,1216.4,Truck,4305.19
10.9,2097.2,Truck,2498.61
29.1,1191.6,Sea,531.91
28.4,575.6,Truck,1699.73
7.8,1863.3,Sea,230.89
5.8,2508.9,Sea,221.69
48.4,59.6,Truck,288.63
17.8,2169.5,Air,46029.48
42.9,753.9,Air,40241.68
26.4,1964.5,Truck,5186.04
44.3,2511.6,Sea,1853.68
23.5,129.1,Air,3787.58
3.0,2127.3,Rail,140.94
49.2,2796.9,Rail,3127.88
37.9,1087.0,Truck,4404.81
41.0,147.3,Sea,100.69
2.4,2049.6,Truck,520.81
22.8,1960.8,Air,55291.91
18.5,2452.1,Sea,712.08
40.4,1091.4,Sea,712.66
24.4,1130.1,Truck,3007.03
2.8,2733.2,Truck,797.64
16.3,1921.7,Air,38825.51
48.7,186.7,Air,11449.37
12.7,1316.9,Rail,382.99
1.2,602.6,Truck,75.08
31.6,1632.5,Sea,784.96
33.7,2387.9,Truck,8042.73
8.5,1617.3,Rail,303.04
9.8,816.3,Truck,800.36
43.4,2530.9,Rail,2496.06
30.6,2696.6,Truck,9024.63
29.0,1098.7,Truck,3204.32
34.2,1978.5,Sea,1116.29
44.9,2508.0,Sea,1764.79
35.6,208.0,Rail,168.8
5.0,2938.1,Air,18766.16
32.4,57.6,Sea,30.94
10.9,2846.9,Truck,3162.8
8.5,2445.2,Rail,458.18
18.0,1356.7,Sea,383.94
31.2,2491.6,Air,93766.46
22.2,52.4,Truck,126.46
10.6,1166.1,Truck,1342.16
37.9,1819.7,Air,87010.53
27.2,2702.8,Rail,1642.84
5.6,2575.4,Air,18310.66
47.6,2766.1,Rail,2934.34
28.1,448.6,Rail,286.45
5.1,79.5,Rail,9.07
8.1,492.8,Truck,402.12
28.4,507.6,Truck,1455.76
43.7,625.3,Truck,2774.66
43.8,584.3,Sea,406.81
37.2,164.8,Rail,134.45
34.6,563.8,Air,23608.05
46.5,1529.6,Truck,7793.56
5.7,1603.8,Air,11841.78
18.3,1559.5,Rail,643.04
36.3,297.5,Rail,230.66
15.6,797.7,Sea,207.13
48.4,638.9,Air,40487.04
2.4,276.4,Sea,11.1
5.0,2371.5,Air,14908.25
11.1,913.6,Truck,1015.52
17.8,1616.9,Rail,638.59
31.0,1340.0,Air,53016.58
10.6,2230.0,Truck,2418.88
44.2,1090.0,Air,58401.23
28.1,2489.0,Truck,7587.83
15.8,878.5,Sea,230.06
6.5,725.3,Rail,100.14
27.2,1609.0,Air,52235.77
9.0,1610.7,Sea,235.17
9.3,2569.0,Rail,534.99
17.0,2496.8,Air,53454.8
11.9,139.9,Rail,35.43
12.9,2060.8,Rail,562.17
25.3,2407.1,Sea,965.86
30.6,2347.6,Rail,1583.9
7.5,285.8,Air,2553.18
31.3,1247.7,Sea,623.64
32.1,2495.4,Rail,1815.42
5.6,2886.5,Air,20019.58
41.4,772.8,Rail,702.19
18.7,1429.5,Truck,2921.55
35.3,659.4,Sea,356.01
5.7,2009.1,Air,14119.79
45.3,2945.0,Rail,2860.64
27.8,1224.0,Rail,784.14
37.2,1667.3,Rail,1329.19
38.7,1166.4,Truck,4823.16
32.6,1259.2,Rail,867.54
29.7,245.5,Rail,159.79
49.3,1867.4,Sea,1427.13
13.2,1460.8,Air,24602.41
1.6,594.5,Sea,14.77
49.5,346.4,Sea,272.03
22.2,667.2,Rail,336.01
43.7,631.8,Truck,2928.97
34.8,2885.0,Truck,10503.62
11.4,1431.0,Air,20204.13
46.4,130.8,Rail,130.68
48.7,970.7,Sea,763.64
24.6,488.6,Rail,254.25
27.9,2770.3,Sea,1295.79
3.6,2460.3,Truck,939.14
35.1,266.2,Air,11126.34
39.2,896.0,Sea,563.96
12.7,1640.1,Rail,441.41
48.2,2400.6,Truck,12292.91
26.9,2913.0,Air,93157.5
44.6,314.8,Rail,317.22
1.6,230.5,Air,459.27
3.3,2011.0,Rail,150.09
18.6,910.1,Air,21122.96
43.7,1749.3,Sea,1237.77
41.3,1708.5,Sea,1094.14
49.2,2040.9,Air,122832.53
17.5,2082.1,Truck,4002.05
12.2,65.4,Rail,18.16
48.7,2684.2,Sea,2117.53
7.3,2034.1,Air,19335.93
18.1,569.6,Sea,160.35
20.3,2238.5,Truck,4828.29
22.1,2869.5,Truck,6766.15
46.2,1108.9,Sea,802.46
45.1,2031.3,Rail,1966.83
3.7,136.0,Truck,53.9
33.1,1308.4,Air,54270.42
38.1,2091.7,Sea,1296.49
11.4,1050.4,Rail,256.16
36.8,1216.3,Air,54026.86
24.9,2229.7,Rail,1182.58
7.1,704.1,Air,6370.78
19.3,680.9,Rail,281.66
1.9,1893.2,Rail,77.17
30.7,565.5,Sea,275.05
43.9,1174.8,Air,64217.97
1.2,2873.7,Sea,53.58
44.3,1009.9,Truck,4772.75
17.6,2491.3,Air,52199.45
2.2,458.2,Rail,21.95
24.9,2758.5,Air,85099.7
23.9,1803.2,Rail,909.57
32.5,2974.0,Air,122988.22
13.7,400.2,Rail,120.1
32.7,194.4,Air,7925.43
39.7,1121.8,Air,57379.03
31.4,2271.7,Sea,1115.93
37.7,1311.5,Air,62672.65
47.2,888.6,Rail,951.68
14.7,1381.1,Sea,327.43
21.0,1963.6,Sea,653.11
33.9,2526.4,Sea,1420.68
7.8,1068.9,Truck,891.22
5.5,1239.5,Rail,153.22
39.2,2723.5,Sea,1686.07
4.6,1728.0,Truck,797.54
40.4,1209.9,Sea,819.12
48.9,2589.0,Air,154167.03
46.6,1553.6,Truck,7616.16
44.5,2473.0,Air,137342.93
43.8,374.7,Sea,261.49
43.8,2903.1,Air,154465.51
20.7,1362.8,Air,34302.74
39.2,1836.3,Rail,1532.6
1.9,2790.3,Rail,112.46
1.7,2535.9,Truck,460.07
47.6,2342.1,Rail,2336.55
36.8,2466.5,Truck,9263.76
31.4,2981.5,Air,116187.26
35.4,784.5,Air,33394.48
1.6,561.9,Truck,95.68
17.8,726.6,Air,15397.47
17.7,473.5,Rail,183.17
35.1,1469.0,Rail,1168.12
33.2,2105.6,Rail,1535.33
8.9,200.6,Air,2246.6
21.7,1358.9,Air,36916.24
41.0,2339.5,Rail,2214.84
47.9,608.3,Sea,449.8
32.1,262.6,Rail,192.14
17.7,2231.1,Sea,653.68
17.7,1897.4,Air,42908.16
33.9,2138.3,Truck,7329.48
30.2,830.7,Sea,388.63
4.5,598.2,Air,3303.39
27.1,385.1,Truck,1099.94
24.3,491.3,Truck,1273.04
49.3,2348.2,Truck,12374.97
15.5,254.7,Air,4784.6
36.4,2421.8,Rail,1951.4
10.2,324.6,Truck,331.3
11.3,510.6,Sea,93.19
41.6,2888.8,Rail,2703.78
24.2,462.0,Truck,1142.57
17.3,2889.2,Air,63374.81
11.3,1228.4,Truck,1437.85
44.1,2604.0,Rail,2546.45
3.0,1059.2,Rail,72.86
20.8,263.2,Rail,123.13
39.0,2754.2,Truck,10735.83
42.4,471.3,Air,25826.54
49.2,2930.2,Sea,2391.88
2.5,658.7,Air,2137.9
26.3,1425.4,Sea,600.28
10.5,1157.4,Truck,1336.88
21.3,2998.2,Rail,1456.81
10.0,2855.5,Truck,3024.63
23.8,1945.5,Truck,4726.9
17.9,1915.9,Truck,3692.22
24.6,499.7,Air,15869.28
27.1,795.0,Air,27430.61
17.7,2725.7,Sea,744.23
19.7,114.0,Truck,226.89
47.5,2211.1,Air,127532.3
17.8,126.6,Air,2678.99
43.7,2254.2,Sea,1601.65
1.2,1778.9,Sea,34.3
3.3,1322.1,Rail,93.88
41.4,1098.0,Air,56776.3
2.9,1531.6,Truck,451.27
28.2,2112.2,Air,76638.84
5.7,2891.4,Rail,357.87
5.4,134.1,Truck,77.06
27.8,2252.0,Air,81867.58
6.6,1849.7,Truck,1309.44
46.6,2651.0,Truck,13550.93
10.4,708.4,Truck,742.51
47.7,2821.3,Sea,2069.67
45.4,981.7,Sea,681.38
29.4,2328.5,Truck,7252.47
14.9,2567.4,Sea,631.3
11.9,460.9,Sea,88.24
19.0,298.3,Truck,572.37
7.5,2310.6,Truck,1793.05
27.2,1612.0,Truck,4581.56
16.7,2820.4,Rail,1007.96
29.2,781.6,Truck,2477.36
20.5,248.5,Air,6075.31
42.3,1701.3,Truck,7510.23
11.0,493.9,Truck,583.98
3.3,538.0,Rail,40.27
43.7,1984.7,Truck,8892.24
26.3,2827.3,Truck,7989.75
8.4,1370.7,Air,14085.29
50.0,1239.5,Rail,1384.78
35.6,394.8,Sea,216.19
20.9,1348.2,Sea,472.24
34.6,525.7,Sea,279.78
22.3,693.4,Truck,1565.94
42.0,337.1,Sea,232.78
42.6,1188.0,Truck,5350.92
36.4,2495.1,Truck,9124.94
1.6,2279.6,Truck,378.69
35.7,538.1,Truck,1930.96
30.0,1610.1,Truck,5023.55
6.1,997.1,Sea,98.28
27.3,208.9,Rail,126.45
29.7,2762.3,Air,103112.56
36.5,1522.8,Truck,5819.84
22.2,1325.2,Rail,657.33
14.8,225.4,Air,3995.72
44.3,159.1,Truck,720.56
43.8,1836.6,Truck,8745.53
49.7,1304.8,Air,79738.61
22.7,2334.8,Truck,5335.56
13.0,2385.2,Sea,514.13
24.4,2092.8,Rail,1086.09
16.8,2212.8,Air,46300.76
6.8,1622.3,Sea,175.51
2.4,2535.4,Truck,651.75
39.3,208.3,Sea,129.57
19.3,2482.2,Sea,788.02
47.8,2023.0,Rail,2066.8
13.5,1196.4,Truck,1670.99
12.8,1900.9,Truck,2446.33
11.3,2862.9,Air,38754.11
41.7,1015.7,Truck,4563.33
41.4,532.5,Rail,472.79
48.5,419.9,Rail,429.46
4.1,426.3,Truck,179.29
19.4,143.3,Truck,290.76
40.7,1764.6,Rail,1504.0
48.0,2817.5,Rail,3000.01
22.2,1388.0,Air,39344.01
30.2,1797.6,Sea,902.17
5.6,593.2,Truck,365.04
41.8,1334.4,Sea,924.96
21.9,1653.4,Air,45280.14
41.6,2700.2,Truck,11513.35
22.9,2903.1,Truck,6678.97
8.5,451.6,Truck,383.07
1.6,1052.8,Sea,26.49
40.9,2534.6,Rail,2394.0
2.2,440.8,Air,1247.02
20.6,1527.1,Sea,520.3
32.6,388.9,Truck,1303.26
3.5,1562.6,Sea,83.22
48.7,1372.1,Rail,1419.32
49.3,972.8,Sea,734.19
33.0,1263.8,Sea,641.17
2.0,942.1,Truck,203.36
47.8,2594.3,Air,160607.37
1.9,1910.1,Truck,397.01
49.6,2238.7,Truck,11700.22
13.5,2394.9,Rail,742.34
43.2,2746.8,Truck,12307.82
25.0,2196.8,Air,66617.07
8.4,1772.2,Truck,1502.27
39.2,2108.4,Rail,1884.29
33.2,937.6,Rail,714.81
31.0,560.7,Rail,367.11
12.7,1828.3,Rail,525.21
14.6,574.0,Air,10664.32
5.9,2424.0,Air,18399.05
44.4,2223.0,Rail,2116.83
34.6,2230.4,Truck,8417.14
30.0,1302.4,Truck,4006.81
27.6,85.5,Truck,243.89
29.9,750.7,Sea,362.64
49.9,2195.3,Truck,11352.86
31.0,2038.5,Air,77985.12
34.7,112.4,Rail,84.47
22.9,671.8,Sea,252.69
21.9,186.6,Rail,87.45
46.4,2916.0,Air,175359.98
8.3,726.3,Truck,639.43
30.9,1404.0,Truck,4527.73
35.0,2120.2,Rail,1635.81
32.0,247.9,Rail,169.57
28.1,342.6,Sea,154.58
49.6,242.4,Rail,253.81
20.5,827.9,Truck,1712.94
25.0,2661.5,Air,82990.0
42.9,2181.6,Truck,10190.31
8.8,2805.6,Air,31202.73
42.8,929.1,Rail,853.66
5.3,173.7,Rail,20.01
3.0,2220.3,Air,8434.38
11.1,1950.0,Air,28092.58
22.5,2565.8,Truck,6106.75
39.3,839.4,Rail,713.05
48.1,1572.4,Truck,8095.63
28.5,689.6,Rail,441.21
35.0,1062.0,Sea,586.77
2.8,2358.7,Rail,142.93
47.2,2681.4,Rail,2654.96
33.9,2444.6,Air,101404.39
45.6,218.8,Truck,1072.5
43.4,1977.8,Truck,9067.06
42.3,2974.2,Rail,2680.75
9.0,2375.2,Sea,328.93
9.0,808.4,Sea,119.84
30.7,904.9,Air,35017.51
19.3,2830.5,Air,65969.69
49.5,1694.8,Sea,1357.31
20.4,2862.8,Sea,905.31
3.2,1905.5,Rail,138.14
47.8,2493.2,Sea,1883.11
28.2,1664.9,Rail,1040.21
37.6,514.0,Rail,403.94
45.1,1426.9,Rail,1431.73
36.9,359.9,Air,16494.53
34.9,1056.9,Rail,776.35
37.5,1039.4,Truck,4091.57
45.6,2268.4,Rail,2276.37
25.0,204.1,Air,6572.72
15.8,441.8,Truck,707.39
34.3,2598.3,Air,112044.75
25.5,1605.9,Sea,651.58
22.9,459.0,Rail,234.78
49.2,2681.8,Truck,13954.61
33.8,855.9,Air,36252.5
43.9,2984.2,Truck,13561.27
17.1,2832.2,Sea,807.58
8.6,1248.8,Air,13608.69
20.5,1283.1,Rail,592.34
4.6,858.8,Air,5090.04
31.0,1490.0,Air,58505.17
9.7,2394.7,Air,30162.77
19.9,738.9,Rail,331.9
25.4,655.7,Rail,374.98
4.9,104.1,Air,620.17
3.0,2542.4,Truck,832.49
9.2,439.5,Air,5178.95
10.6,1644.5,Rail,400.34
23.6,880.3,Air,26247.61
36.1,2524.2,Air,118991.45
22.7,1358.9,Rail,707.34
26.1,548.8,Air,17790.05
18.4,2773.9,Air,62727.64
49.7,2043.0,Rail,2181.66
26.4,2110.1,Air,69731.6
4.1,584.8,Truck,240.27
9.1,2894.1,Truck,2839.44
11.1,1535.3,Rail,379.97
25.8,2509.1,Truck,6624.11
40.9,1311.4,Air,67483.57
41.3,1393.5,Air,71885.73
5.1,1641.2,Air,10140.74
6.9,1726.9,Truck,1311.08
47.3,957.8,Sea,752.91
40.7,1146.7,Truck,4791.68
20.5,2034.7,Air,51802.38
29.2,2766.2,Truck,8595.43
26.6,240.0,Truck,669.77
19.0,2302.3,Air,55286.69
43.5,2978.1,Air,169837.31
41.1,2442.5,Air,122339.16
10.0,189.0,Air,2366.23
36.5,1169.3,Air,55433.22
13.7,2163.3,Sea,491.6
47.4,2500.4,Sea,1976.28
